,customer_id,registered_date
12455,C427154L,2021-07-18
12456,C427154L,2021-07-18
12461,C427154L,2021-07-18
12462,C427154L,2021-07-18
12463,C427154L,2021-07-18
12464,C427154L,2021-07-18
12467,C427154L,2021-07-18
12468,C427154L,2021-07-18
12473,C427154L,2021-07-18
12474,C427154L,2021-07-18
12475,C427154L,2021-07-18
12477,C427154L,2021-07-18
12478,C427154L,2021-07-18
12479,C427154L,2021-07-18
12480,C427154L,2021-07-18
12481,C427154L,2021-07-18
12482,C427154L,2021-07-18
12483,C427154L,2021-07-18
12484,C427154L,2021-07-18
12485,C427154L,2021-07-18
12486,C427154L,2021-07-18
12487,C427154L,2021-07-18
12488,C427154L,2021-07-18
12489,C427154L,2021-07-18
12490,C427154L,2021-07-18
12491,C427154L,2021-07-18
12492,C427154L,2021-07-18
12493,C427154L,2021-07-18
12494,C427154L,2021-07-18
12495,C427154L,2021-07-18
12496,C427154L,2021-07-18
12497,C427154L,2021-07-18
12498,C427154L,2021-07-18
12698,C676393L,2021-07-27
12699,C676393L,2021-07-27
12701,C676393L,2021-07-27
12709,C676393L,2021-07-27
12713,C676393L,2021-07-27
12714,C676393L,2021-07-27
12715,C676393L,2021-07-27
12716,C676393L,2021-07-27
12717,C676393L,2021-07-27
12719,C676393L,2021-07-27
12720,C676393L,2021-07-27
12721,C676393L,2021-07-27
12722,C676393L,2021-07-27
12723,C676393L,2021-07-27
12724,C676393L,2021-07-27
12725,C676393L,2021-07-27
12726,C676393L,2021-07-27
12727,C676393L,2021-07-27
12728,C676393L,2021-07-27
12729,C676393L,2021-07-27
12730,C676393L,2021-07-27
12731,C676393L,2021-07-27
12734,C676393L,2021-07-27
12735,C676393L,2021-07-27
12736,C676393L,2021-07-27
12737,C676393L,2021-07-27
12738,C676393L,2021-07-27
12739,C676393L,2021-07-27
12740,C676393L,2021-07-27
12741,C676393L,2021-07-27
12742,C676393L,2021-07-27
12743,C676393L,2021-07-27
12744,C676393L,2021-07-27
12745,C676393L,2021-07-27
12746,C676393L,2021-07-27
12747,C676393L,2021-07-27
12748,C676393L,2021-07-27
12749,C676393L,2021-07-27
12750,C676393L,2021-07-27
12751,C676393L,2021-07-27
12752,C676393L,2021-07-27
12753,C676393L,2021-07-27
12754,C676393L,2021-07-27
12755,C676393L,2021-07-27
12756,C676393L,2021-07-27
12757,C676393L,2021-07-27
12758,C676393L,2021-07-27
12759,C676393L,2021-07-27
12760,C676393L,2021-07-27
12761,C676393L,2021-07-27
12762,C676393L,2021-07-27
12763,C676393L,2021-07-27
12764,C676393L,2021-07-27
12765,C676393L,2021-07-27
12767,C676393L,2021-07-27
12768,C676393L,2021-07-27
12769,C676393L,2021-07-27
12770,C676393L,2021-07-27
12771,C676393L,2021-07-27
12772,C676393L,2021-07-27
12773,C676393L,2021-07-27
12778,C676393L,2021-07-27
12779,C676393L,2021-07-27
12782,C676393L,2021-07-27
12783,C676393L,2021-07-27
12784,C676393L,2021-07-27
12785,C676393L,2021-07-27
12786,C676393L,2021-07-27
12787,C676393L,2021-07-27
12788,C676393L,2021-07-27
12789,C676393L,2021-07-27
12790,C676393L,2021-07-27
12792,C676393L,2021-07-27
12793,C676393L,2021-07-27
12794,C676393L,2021-07-27
12795,C676393L,2021-07-27
12796,C676393L,2021-07-27
12797,C676393L,2021-07-27
12798,C676393L,2021-07-27
12799,C676393L,2021-07-27
12800,C676393L,2021-07-27
12801,C676393L,2021-07-27
12802,C676393L,2021-07-27
12803,C676393L,2021-07-27
12804,C676393L,2021-07-27
12807,C676393L,2021-07-27
12808,C676393L,2021-07-27
12809,C676393L,2021-07-27
12810,C676393L,2021-07-27
12811,C676393L,2021-07-27
12812,C676393L,2021-07-27
12813,C676393L,2021-07-27
12814,C676393L,2021-07-27
12816,C676393L,2021-07-27
12817,C676393L,2021-07-27
12824,C676393L,2021-07-27
12826,C676393L,2021-07-27
12827,C676393L,2021-07-27
12828,C676393L,2021-07-27
12829,C676393L,2021-07-27
12830,C676393L,2021-07-27
12831,C676393L,2021-07-27
12832,C676393L,2021-07-27
12833,C676393L,2021-07-27
12834,C676393L,2021-07-27
12835,C676393L,2021-07-27
12836,C676393L,2021-07-27
12837,C676393L,2021-07-27
12838,C676393L,2021-07-27
12839,C676393L,2021-07-27
12840,C676393L,2021-07-27
12841,C676393L,2021-07-27
12842,C676393L,2021-07-27
12843,C676393L,2021-07-27
12844,C676393L,2021-07-27
12877,C746973L,2021-07-11
12878,C746973L,2021-07-11
12900,C746973L,2021-07-11
12902,C746973L,2021-07-11
12908,C746973L,2021-07-11
13373,C958287L,2021-07-15
13376,C958287L,2021-07-15
13403,C958287L,2021-07-15
13404,C958287L,2021-07-15
13405,C958287L,2021-07-15
13426,C958287L,2021-07-15
13727,C658145L,2021-07-13
13728,C658145L,2021-07-13
13736,C658145L,2021-07-13
13739,C658145L,2021-07-13
13741,C658145L,2021-07-13
13742,C658145L,2021-07-13
13743,C658145L,2021-07-13
14139,C640545L,2021-07-15
14210,C390012L,2021-07-13
14211,C390012L,2021-07-13
14212,C390012L,2021-07-13
14213,C390012L,2021-07-13
14214,C390012L,2021-07-13
15062,C678257L,2021-07-23
15063,C678257L,2021-07-23
15064,C678257L,2021-07-23
15066,C678257L,2021-07-23
15118,C678257L,2021-07-23
15123,C678257L,2021-07-23
15124,C678257L,2021-07-23
15125,C678257L,2021-07-23
15126,C678257L,2021-07-23
15127,C678257L,2021-07-23
15130,C678257L,2021-07-23
15131,C678257L,2021-07-23
15132,C678257L,2021-07-23
15139,C678257L,2021-07-23
15140,C678257L,2021-07-23
15145,C678257L,2021-07-23
15148,C678257L,2021-07-23
15151,C678257L,2021-07-23
15153,C678257L,2021-07-23
15155,C678257L,2021-07-23
15156,C678257L,2021-07-23
15157,C678257L,2021-07-23
15158,C678257L,2021-07-23
15159,C678257L,2021-07-23
15423,C275787L,2021-07-27
15424,C275787L,2021-07-27
15437,C275787L,2021-07-27
15442,C275787L,2021-07-27
16006,C139855L,2021-07-09
16099,C139855L,2021-07-09
16121,C139855L,2021-07-09
16123,C139855L,2021-07-09
16124,C139855L,2021-07-09
16127,C139855L,2021-07-09
16141,C139855L,2021-07-09
16142,C139855L,2021-07-09
16143,C139855L,2021-07-09
16144,C139855L,2021-07-09
16145,C139855L,2021-07-09
16146,C139855L,2021-07-09
16151,C139855L,2021-07-09
16156,C139855L,2021-07-09
16211,C139855L,2021-07-09
16212,C139855L,2021-07-09
16269,C139855L,2021-07-09
16274,C139855L,2021-07-09
16275,C139855L,2021-07-09
16307,C139855L,2021-07-09
16329,C935666L,2021-07-07
16332,C935666L,2021-07-07
16333,C935666L,2021-07-07
16334,C935666L,2021-07-07
16335,C935666L,2021-07-07
16337,C935666L,2021-07-07
16338,C935666L,2021-07-07
16339,C935666L,2021-07-07
16340,C935666L,2021-07-07
16343,C935666L,2021-07-07
16344,C935666L,2021-07-07
16345,C935666L,2021-07-07
16346,C935666L,2021-07-07
16347,C935666L,2021-07-07
16348,C935666L,2021-07-07
16349,C935666L,2021-07-07
16485,C454551L,2021-07-11
16486,C454551L,2021-07-11
16487,C454551L,2021-07-11
16494,C454551L,2021-07-11
16506,C454551L,2021-07-11
16671,C788509L,2021-07-20
16697,C180434L,2021-07-04
16796,C229632L,2021-07-07
16797,C229632L,2021-07-07
18661,C374672L,2021-07-17
18688,C374672L,2021-07-17
18802,C374672L,2021-07-17
18815,C374672L,2021-07-17
18902,C374672L,2021-07-17
18903,C374672L,2021-07-17
18988,C374672L,2021-07-17
18989,C374672L,2021-07-17
18990,C374672L,2021-07-17
18991,C374672L,2021-07-17
18992,C374672L,2021-07-17
18993,C374672L,2021-07-17
18994,C374672L,2021-07-17
18995,C374672L,2021-07-17
18996,C374672L,2021-07-17
18997,C374672L,2021-07-17
19100,C374672L,2021-07-17
19234,C511835L,2021-07-01
19235,C511835L,2021-07-01
19236,C511835L,2021-07-01
19237,C511835L,2021-07-01
19263,C511835L,2021-07-01
19264,C511835L,2021-07-01
19265,C511835L,2021-07-01
19266,C511835L,2021-07-01
19267,C511835L,2021-07-01
19268,C511835L,2021-07-01
19269,C511835L,2021-07-01
19270,C511835L,2021-07-01
19271,C511835L,2021-07-01
19272,C511835L,2021-07-01
19273,C511835L,2021-07-01
19274,C511835L,2021-07-01
19275,C511835L,2021-07-01
19276,C511835L,2021-07-01
19277,C511835L,2021-07-01
19278,C511835L,2021-07-01
19279,C511835L,2021-07-01
19280,C511835L,2021-07-01
19281,C511835L,2021-07-01
19282,C511835L,2021-07-01
19283,C511835L,2021-07-01
19284,C511835L,2021-07-01
19285,C511835L,2021-07-01
19286,C511835L,2021-07-01
19287,C511835L,2021-07-01
19288,C511835L,2021-07-01
19289,C511835L,2021-07-01
19290,C511835L,2021-07-01
19291,C511835L,2021-07-01
19292,C511835L,2021-07-01
19293,C511835L,2021-07-01
19294,C511835L,2021-07-01
19295,C511835L,2021-07-01
19296,C511835L,2021-07-01
19297,C511835L,2021-07-01
19298,C511835L,2021-07-01
19299,C511835L,2021-07-01
19300,C511835L,2021-07-01
19301,C511835L,2021-07-01
19302,C511835L,2021-07-01
19303,C511835L,2021-07-01
19304,C511835L,2021-07-01
19305,C511835L,2021-07-01
19306,C511835L,2021-07-01
19307,C511835L,2021-07-01
19308,C511835L,2021-07-01
19309,C511835L,2021-07-01
19310,C511835L,2021-07-01
19311,C511835L,2021-07-01
19312,C511835L,2021-07-01
19313,C511835L,2021-07-01
19314,C511835L,2021-07-01
19315,C511835L,2021-07-01
19316,C511835L,2021-07-01
19317,C511835L,2021-07-01
19318,C511835L,2021-07-01
19319,C511835L,2021-07-01
19320,C511835L,2021-07-01
19321,C511835L,2021-07-01
19322,C511835L,2021-07-01
19323,C511835L,2021-07-01
19324,C511835L,2021-07-01
19325,C511835L,2021-07-01
19370,C511835L,2021-07-01
19371,C511835L,2021-07-01
19372,C511835L,2021-07-01
19373,C511835L,2021-07-01
19374,C511835L,2021-07-01
19375,C511835L,2021-07-01
19376,C511835L,2021-07-01
19377,C511835L,2021-07-01
19378,C511835L,2021-07-01
19379,C511835L,2021-07-01
19380,C511835L,2021-07-01
19381,C511835L,2021-07-01
19382,C511835L,2021-07-01
19383,C511835L,2021-07-01
19384,C511835L,2021-07-01
19385,C511835L,2021-07-01
19386,C511835L,2021-07-01
19387,C511835L,2021-07-01
19388,C511835L,2021-07-01
19389,C511835L,2021-07-01
19390,C511835L,2021-07-01
19391,C511835L,2021-07-01
19415,C768285L,2021-07-12
19416,C768285L,2021-07-12
19457,C271894L,2021-07-22
19458,C271894L,2021-07-22
19459,C271894L,2021-07-22
19656,C713589L,2021-07-07
19657,C713589L,2021-07-07
19668,C713589L,2021-07-07
19669,C713589L,2021-07-07
19680,C713589L,2021-07-07
19682,C713589L,2021-07-07
19687,C713589L,2021-07-07
19688,C713589L,2021-07-07
19690,C713589L,2021-07-07
19694,C713589L,2021-07-07
19697,C713589L,2021-07-07
19724,C724245L,2021-07-11
19771,C280460L,2021-07-17
19772,C280460L,2021-07-17
19779,C280460L,2021-07-17
19780,C280460L,2021-07-17
19781,C280460L,2021-07-17
19782,C280460L,2021-07-17
19790,C127476L,2021-07-05
19803,C292536L,2021-07-09
19804,C292536L,2021-07-09
19805,C292536L,2021-07-09
19806,C292536L,2021-07-09
19827,C245955L,2021-07-23
19828,C245955L,2021-07-23
19829,C245955L,2021-07-23
19830,C245955L,2021-07-23
19840,C245955L,2021-07-23
19841,C245955L,2021-07-23
19920,C234857L,2021-07-02
19921,C234857L,2021-07-02
19922,C234857L,2021-07-02
19923,C234857L,2021-07-02
19956,C234857L,2021-07-02
19957,C234857L,2021-07-02
19958,C234857L,2021-07-02
19959,C234857L,2021-07-02
20105,C136681L,2021-07-24
20106,C136681L,2021-07-24
20265,C893754L,2021-07-03
20269,C893754L,2021-07-03
20271,C893754L,2021-07-03
20277,C893754L,2021-07-03
20284,C893754L,2021-07-03
20318,C893754L,2021-07-03
20322,C893754L,2021-07-03
20345,C893754L,2021-07-03
20346,C893754L,2021-07-03
20349,C893754L,2021-07-03
20358,C893754L,2021-07-03
20359,C893754L,2021-07-03
20364,C893754L,2021-07-03
20365,C893754L,2021-07-03
20366,C893754L,2021-07-03
20367,C893754L,2021-07-03
20419,C893754L,2021-07-03
20663,C378684L,2021-07-03
20664,C378684L,2021-07-03
20709,C378684L,2021-07-03
20710,C378684L,2021-07-03
20782,C798460L,2021-07-16
21159,C814229L,2021-07-13
21175,C814229L,2021-07-13
21176,C814229L,2021-07-13
21211,C814229L,2021-07-13
21223,C814229L,2021-07-13
21233,C814229L,2021-07-13
21234,C814229L,2021-07-13
21336,C684857L,2021-07-01
21338,C684857L,2021-07-01
21339,C684857L,2021-07-01
21397,C481363L,2021-07-19
21847,C126091L,2021-07-01
21849,C126091L,2021-07-01
21850,C126091L,2021-07-01
21851,C126091L,2021-07-01
21852,C126091L,2021-07-01
21853,C126091L,2021-07-01
21854,C126091L,2021-07-01
21855,C126091L,2021-07-01
21856,C126091L,2021-07-01
21857,C126091L,2021-07-01
21858,C126091L,2021-07-01
21859,C126091L,2021-07-01
21865,C442119L,2021-07-19
21866,C442119L,2021-07-19
22025,C476520L,2021-07-16
22274,C505515L,2021-07-28
22275,C505515L,2021-07-28
22298,C505515L,2021-07-28
22305,C505515L,2021-07-28
22322,C505515L,2021-07-28
22323,C505515L,2021-07-28
22332,C505515L,2021-07-28
22333,C505515L,2021-07-28
22334,C505515L,2021-07-28
22336,C505515L,2021-07-28
22386,C941362L,2021-07-27
22391,C941362L,2021-07-27
22392,C941362L,2021-07-27
22438,C704506L,2021-07-05
22525,C854145L,2021-07-19
22526,C854145L,2021-07-19
22527,C854145L,2021-07-19
22528,C854145L,2021-07-19
22529,C854145L,2021-07-19
22530,C854145L,2021-07-19
22531,C854145L,2021-07-19
22532,C854145L,2021-07-19
22533,C854145L,2021-07-19
22534,C854145L,2021-07-19
22535,C854145L,2021-07-19
22536,C854145L,2021-07-19
22553,C854145L,2021-07-19
22554,C854145L,2021-07-19
22555,C854145L,2021-07-19
22596,C854145L,2021-07-19
22597,C854145L,2021-07-19
22598,C854145L,2021-07-19
22599,C854145L,2021-07-19
22600,C854145L,2021-07-19
22601,C854145L,2021-07-19
22602,C854145L,2021-07-19
22603,C854145L,2021-07-19
22605,C854145L,2021-07-19
22606,C854145L,2021-07-19
22607,C854145L,2021-07-19
22608,C854145L,2021-07-19
22609,C854145L,2021-07-19
22610,C854145L,2021-07-19
22611,C854145L,2021-07-19
22768,C845064L,2021-07-16
22911,C832798L,2021-07-25
22912,C832798L,2021-07-25
22913,C832798L,2021-07-25
23032,C203607L,2021-07-22
23033,C203607L,2021-07-22
23034,C203607L,2021-07-22
23155,C288932L,2021-07-16
23156,C288932L,2021-07-16
23157,C288932L,2021-07-16
23158,C288932L,2021-07-16
23159,C288932L,2021-07-16
23160,C288932L,2021-07-16
23161,C288932L,2021-07-16
23162,C288932L,2021-07-16
23163,C288932L,2021-07-16
23164,C288932L,2021-07-16
23167,C288932L,2021-07-16
23178,C247150L,2021-07-05
23179,C247150L,2021-07-05
23180,C247150L,2021-07-05
23181,C247150L,2021-07-05
23182,C247150L,2021-07-05
23183,C247150L,2021-07-05
23184,C247150L,2021-07-05
23185,C247150L,2021-07-05
23186,C247150L,2021-07-05
23194,C818052L,2021-07-26
23195,C818052L,2021-07-26
23196,C818052L,2021-07-26
23197,C818052L,2021-07-26
23198,C818052L,2021-07-26
23199,C818052L,2021-07-26
23334,C629381L,2021-07-03
23335,C629381L,2021-07-03
23336,C629381L,2021-07-03
23337,C629381L,2021-07-03
23338,C629381L,2021-07-03
23339,C629381L,2021-07-03
23340,C629381L,2021-07-03
23341,C629381L,2021-07-03
23342,C629381L,2021-07-03
23343,C629381L,2021-07-03
23344,C629381L,2021-07-03
23359,C419296L,2021-07-09
23450,C399241L,2021-07-18
23569,C818686L,2021-07-26
23570,C818686L,2021-07-26
23598,C784378L,2021-07-09
23599,C784378L,2021-07-09
23600,C784378L,2021-07-09
23601,C784378L,2021-07-09
23602,C784378L,2021-07-09
23603,C784378L,2021-07-09
23604,C784378L,2021-07-09
23605,C784378L,2021-07-09
23606,C784378L,2021-07-09
23607,C784378L,2021-07-09
23608,C784378L,2021-07-09
23609,C784378L,2021-07-09
23610,C784378L,2021-07-09
23611,C784378L,2021-07-09
23612,C784378L,2021-07-09
23613,C784378L,2021-07-09
23614,C784378L,2021-07-09
23615,C784378L,2021-07-09
23616,C784378L,2021-07-09
23617,C784378L,2021-07-09
23618,C784378L,2021-07-09
23619,C784378L,2021-07-09
23620,C784378L,2021-07-09
23621,C784378L,2021-07-09
23622,C784378L,2021-07-09
23623,C784378L,2021-07-09
23624,C784378L,2021-07-09
23625,C784378L,2021-07-09
23626,C784378L,2021-07-09
23627,C784378L,2021-07-09
23628,C784378L,2021-07-09
23629,C784378L,2021-07-09
23630,C784378L,2021-07-09
23631,C784378L,2021-07-09
23632,C784378L,2021-07-09
23633,C784378L,2021-07-09
23634,C784378L,2021-07-09
23635,C784378L,2021-07-09
23636,C784378L,2021-07-09
23637,C784378L,2021-07-09
23638,C784378L,2021-07-09
23639,C784378L,2021-07-09
23640,C784378L,2021-07-09
23641,C784378L,2021-07-09
23642,C784378L,2021-07-09
23643,C784378L,2021-07-09
23644,C784378L,2021-07-09
23645,C784378L,2021-07-09
23646,C784378L,2021-07-09
23647,C784378L,2021-07-09
23648,C784378L,2021-07-09
23649,C784378L,2021-07-09
23650,C784378L,2021-07-09
